13,14.0,Occidente y Bajío,Jalisco,125.0,80399.0,8607470.0,6436564.0,0.75,1.48,0.11,0.75,0.09,2.42,5.55,6.97,133.89,84.87,7284.89,950.0,68.0,483.0,57.0,1558.0,3570.0,4484.0,86179.0,54626.0,4688964.0,Occidente y Bajío,Jalisco,125.0,80399.0,8530830.0,6346076.0,0.74,2686.0,1504.0,279.0,13984.0,756.0,11.0,1704469.0,954681.0,177080.0,29037.0,479727.0,6969.0,Occidente y Bajío,Jalisco,125.0,80399.0,8530830.0,6346076.0,0.74,0.0,1853.0,23.0,8914.0,136.0,262.0,13984.0,3840.0,201.0,77.0,958.0,503.0,110.0,298.0,19675.0,22558.0,24.0,1175983.0,14433.0,5657076.0,86338.0,166243.0,8874623.0,2436676.0,127631.0,48670.0,608269.0,319050.0,69704.0,188931.0,12485807.0,14315167.0,Jalisco,8530830.0,6346076.0,0.74,0.0,1853.0,23.0,8914.0,136.0,262.0,13984.0,3840.0,201.0,77.0,958.0,503.0,110.0,298.0,Jalisco,8530830.0,6346076.0,0.74,2686.0,1504.0,279.0,46.0,756.0,11.0,Jalisco,8530830.0,6346076.0,0.74,2.43,5.54,7.97,7.03,138.2,88.5,7372.0
14,15.0,Centro Sur y Oriente,México,125.0,23383.0,17855292.0,13644870.0,0.76,0.96,0.15,0.04,0.12,1.27,3.28,4.78,86.79,56.74,6858.19,1307.0,211.0,51.0,161.0,1730.0,4480.0,6526.0,118426.0,77421.0,9357911.0,Centro Sur y Oriente,México,125.0,23383.0,17689507.0,13453925.0,0.76,366.0,374.0,179.0,11796.0,86.0,0.0,492015.0,503287.0,240239.0,8615.0,116352.0,192.0,Centro Sur y Oriente,México,125.0,23383.0,17689507.0,13453925.0,0.76,0.0,1213.0,6.0,7137.0,70.0,215.0,11796.0,2760.0,95.0,286.0,1682.0,573.0,81.0,674.0,14014.0,18052.0,21.0,1631724.0,7406.0,9602135.0,94832.0,289024.0,15870455.0,3713660.0,127334.0,385120.0,2262772.0,771341.0,108807.0,907008.0,18854287.0,24287347.0,México,17689507.0,13453925.0,0.76,0.0,1213.0,6.0,7137.0,70.0,215.0,11796.0,2760.0,95.0,286.0,1682.0,573.0,81.0,674.0,México,17689507.0,13453925.0,0.76,366.0,374.0,179.0,6.0,86.0,0.0,México,17689507.0,13453925.0,0.76,1.25,3.26,4.52,4.79,88.1,58.0,6863.0
15,16.0,Occidente y Bajío,Michoacán,113.0,59890.0,4904575.0,3562454.0,0.73,1.14,0.34,0.51,0.07,2.06,3.89,4.9,90.53,63.56,5582.19,406.0,122.0,183.0,24.0,735.0,1385.0,1747.0,32252.0,22643.0,1988630.0,Occidente y Bajío,Michoacán,113.0,59890.0,4873559.0,3525861.0,0.72,3374.0,1375.0,381.0,12316.0,734.0,4.0,1189756.0,484685.0,134249.0,116779.0,258807.0,1520.0,Occidente y Bajío,Michoacán,113.0,59890.0,4873559.0,3525861.0,0.72,0.0,1423.0,11.0,6532.0,64.0,228.0,12316.0,2755.0,73.0,239.0,1351.0,383.0,56.0,423.0,9740.0,15717.0,13.0,501653.0,3933.0,2303089.0,22474.0,80339.0,4342355.0,971467.0,25846.0,84333.0,476402.0,135041.0,19907.0,149283.0,3434187.0,5541595.0,Michoacán,4873559.0,3525861.0,0.72,0.0,1423.0,11.0,6532.0,64.0,228.0,12316.0,2755.0,73.0,239.0,1351.0,383.0,56.0,423.0,Michoacán,4873559.0,3525861.0,0.72,3374.0,1375.0,381.0,331.0,734.0,4.0,Michoacán,4873559.0,3525861.0,0.72,2.02,3.85,5.87,4.86,90.9,64.1,5584.0
16,17.0,Centro Sur y Oriente,Morelos,36.0,4941.0,2095462.0,1589006.0,0.76,1.3,0.23,0.26,0.16,1.94,4.69,5.84,109.91,81.28,7563.18,206.0,36.0,41.0,25.0,308.0,746.0,928.0,17465.0,12915.0,1201794.0,Centro Sur y Oriente,Morelos,36.0,4941.0,2075280.0,1568487.0,0.76,1284.0,1145.0,243.0,11710.0,392.0,1.0,201336.0,179560.0,38175.0,5651.0,61493.0,80.0,Centro Sur y Oriente,Morelos,36.0,4941.0,2075280.0,1568487.0,0.76,0.0,1130.0,6.0,7969.0,114.0,258.0,11710.0,3217.0,132.0,334.0,1705.0,484.0,73.0,571.0,11708.0,19376.0,4.0,177251.0,898.0,1249943.0,17899.0,40476.0,1836721.0,504566.0,20682.0,52362.0,267445.0,75957.0,11481.0,89593.0,1836412.0,3039154.0,Morelos,2075280.0,1568487.0,0.76,0.0,1130.0,6.0,7969.0,114.0,258.0,11710.0,3217.0,132.0,334.0,1705.0,484.0,73.0,571.0,Morelos,2075280.0,1568487.0,0.76,1284.0,1145.0,243.0,36.0,392.0,1.0,Morelos,2075280.0,1568487.0,0.76,1.95,4.74,6.69,5.89,112.0,83.7,7611.0
17,18.0,Occidente y Bajío,Nayarit,20.0,27336.0,1331871.0,978012.0,0.73,1.17,0.21,0.75,0.06,2.19,7.38,6.83,103.57,73.12,6655.59,114.0,21.0,73.0,6.0,214.0,722.0,668.0,10129.0,7151.0,650925.0,Occidente y Bajío,Nayarit,20.0,27336.0,1314826.0,960623.0,0.73,2500.0,1344.0,312.0,13041.0,704.0,12.0,240150.0,129109.0,29925.0,1600.0,67635.0,1108.0,Occidente y Bajío,Nayarit,20.0,27336.0,1314826.0,960623.0,0.73,0.0,1310.0,12.0,7310.0,37.0,152.0,13041.0,2684.0,130.0,243.0,1337.0,586.0,99.0,406.0,11463.0,20736.0,16.0,125808.0,1115.0,702195.0,3585.0,14559.0,1252795.0,257867.0,12507.0,23354.0,128448.0,56274.0,9497.0,39020.0,1101168.0,1991989.0,Nayarit,1314826.0,960623.0,0.73,0.0,1310.0,12.0,7310.0,37.0,152.0,13041.0,2684.0,130.0,243.0,1337.0,586.0,99.0,406.0,Nayarit,1314826.0,960623.0,0.73,2500.0,1344.0,312.0,17.0,704.0,12.0,Nayarit,1314826.0,960623.0,0.73,2.18,7.18,9.36,6.87,103.4,73.1,6700.0
18,19.0,Noreste,Nuevo León,51.0,64525.0,5797237.0,4419115.0,0.76,1.78,0.05,0.24,0.11,2.19,9.23,10.88,232.51,98.68,8287.37,787.0,24.0,107.0,48.0,966.0,4077.0,4810.0,102751.0,43608.0,3662285.0,Noreste,Nuevo León,51.0,64525.0,5723377.0,4345372.0,0.76,1224.0,516.0,142.0,27627.0,316.0,2.0,531947.0,224248.0,61804.0,4154.0,137493.0,905.0,Noreste,Nuevo León,51.0,64525.0,5723377.0,4345372.0,0.76,0.0,5762.0,972.0,13176.0,91.0,612.0,27627.0,4345.0,321.0,134.0,798.0,728.0,214.0,286.0,48960.0,28291.0,87.0,2503844.0,422467.0,5725294.0,39342.0,265909.0,12005147.0,1888265.0,139703.0,58166.0,346949.0,316360.0,92797.0,124411.0,21274815.0,12293638.0,Nuevo León,5723377.0,4345372.0,0.76,0.0,5762.0,972.0,13176.0,91.0,612.0,27627.0,4345.0,321.0,134.0,798.0,728.0,214.0,286.0,Nuevo León,5723377.0,4345372.0,0.76,1224.0,516.0,142.0,10.0,316.0,2.0,Nuevo León,5723377.0,4345372.0,0.76,2.19,9.29,11.49,10.92,238.5,101.3,8331.0
19,20.0,Sur,Oaxaca,570.0,94997.0,4197184.0,3081831.0,0.73,0.81,0.8,0.38,0.06,2.04,3.45,4.53,52.72,41.1,4728.42,249.0,247.0,116.0,17.0,629.0,1062.0,1396.0,16248.0,12665.0,1457218.0,Sur,Oaxaca,570.0,94997.0,4176360.0,3050746.0,0.73,2239.0,1635.0,344.0,10568.0,573.0,6.0,682958.0,498802.0,105072.0,1033.0,174683.0,1886.0,Sur,Oaxaca,570.0,94997.0,4176360.0,3050746.0,0.73,0.0,1267.0,4.0,5581.0,34.0,189.0,10568.0,1510.0,30.0,381.0,1478.0,329.0,51.0,369.0,5261.0,13667.0,4.0,386421.0,1185.0,1702499.0,10263.0,57674.0,3224122.0,460663.0,9125.0,116384.0,450828.0,100284.0,15538.0,112471.0,1605062.0,4169329.0,Oaxaca,4176360.0,3050746.0,0.73,0.0,1267.0,4.0,5581.0,34.0,189.0,10568.0,1510.0,30.0,381.0,1478.0,329.0,51.0,369.0,Oaxaca,4176360.0,3050746.0,0.73,2239.0,1635.0,344.0,3.0,573.0,6.0,Oaxaca,4176360.0,3050746.0,0.73,1.88,3.41,5.29,4.3,55.2,43.7,4718.0
20,21.0,Centro Sur y Oriente,Puebla,217.0,33919.0,6752285.0,4962310.0,0.73,0.93,0.34,0.14,0.13,1.54,4.15,4.54,81.38,55.6,6146.09,460.0,170.0,71.0,64.0,765.0,2058.0,2252.0,40382.0,27590.0,3049880.0,Centro Sur y Oriente,Puebla,217.0,33919.0,6694470.0,4894197.0,0.73,643.0,846.0,144.0,11153.0,140.0,1.0,314729.0,413998.0,70627.0,5390.0,68574.0,343.0,Centro Sur y Oriente,Puebla,217.0,33919.0,6694470.0,4894197.0,0.73,0.0,1172.0,5.0,6168.0,78.0,172.0,11153.0,2255.0,93.0,357.0,1172.0,374.0,76.0,428.0,9531.0,15236.0,11.0,573542.0,2469.0,3018853.0,38411.0,84217.0,5458474.0,1103840.0,45747.0,174696.0,573525.0,182878.0,37106.0,209445.0,4664511.0,7456589.0,Puebla,6694470.0,4894197.0,0.73,0.0,1172.0,5.0,6168.0,78.0,172.0,11153.0,2255.0,93.0,357.0,1172.0,374.0,76.0,428.0,Puebla,6694470.0,4894197.0,0.73,643.0,846.0,144.0,11.0,140.0,1.0,Puebla,6694470.0,4894197.0,0.73,1.46,4.14,5.6,4.47,84.9,58.5,6210.0
21,22.0,Occidente y Bajío,Querétaro,18.0,11769.0,2378151.0,1780414.0,0.75,1.36,0.13,0.67,0.24,2.4,6.29,8.54,165.0,120.48,7656.55,242.0,23.0,119.0,43.0,427.0,1120.0,1521.0,29377.0,21451.0,1363182.0,Occidente y Bajío,Querétaro,18.0,11769.0,2339257.0,1742910.0,0.75,2054.0,5359.0,720.0,14660.0,1014.0,13.0,358014.0,934109.0,125504.0,64878.0,176716.0,2304.0,Occidente y Bajío,Querétaro,18.0,11769.0,2339257.0,1742910.0,0.75,0.0,1691.0,39.0,9462.0,100.0,290.0,14660.0,3556.0,417.0,157.0,1225.0,619.0,136.0,347.0,34694.0,25590.0,5.0,294730.0,6789.0,1649113.0,17469.0,50626.0,2555078.0,619845.0,72671.0,27380.0,213424.0,107948.0,23704.0,60427.0,6046807.0,4460174.0,Querétaro,2339257.0,1742910.0,0.75,0.0,1691.0,39.0,9462.0,100.0,290.0,14660.0,3556.0,417.0,157.0,1225.0,619.0,136.0,347.0,Querétaro,2339257.0,1742910.0,0.75,2054.0,5359.0,720.0,372.0,1014.0,13.0,Querétaro,2339257.0,1742910.0,0.75,2.42,6.23,8.65,8.59,172.1,124.6,7798.0
22,23.0,Sur,Quintana Roo,11.0,63043.0,1817453.0,1362414.0,0.75,1.64,0.12,0.13,0.16,2.06,7.75,13.83,297.44,137.87,10445.31,223.0,17.0,18.0,22.0,280.0,1056.0,1884.0,40524.0,18783.0,1423083.0,Sur,Quintana Roo,11.0,63043.0,1780269.0,1328324.0,0.75,348.0,804.0,115.0,17789.0,103.0,2.0,46162.0,106835.0,15232.0,730.0,13735.0,255.0,Sur,Quintana Roo,11.0,63043.0,1780269.0,1328324.0,0.75,0.0,1875.0,39.0,10863.0,118.0,155.0,17789.0,3398.0,329.0,258.0,1076.0,651.0,154.0,374.0,48557.0,32182.0,10.0,249104.0,5231.0,1443009.0,15618.0,20601.0,2363007.0,451310.0,43684.0,34334.0,142873.0,86516.0,20467.0,49631.0,6449890.0,4274769.0,Quintana Roo,1780269.0,1328324.0,0.75,0.0,1875.0,39.0,10863.0,118.0,155.0,17789.0,3398.0,329.0,258.0,1076.0,651.0,154.0,374.0,Quintana Roo,1780269.0,1328324.0,0.75,348.0,804.0,115.0,5.0,103.0,2.0,Quintana Roo,1780269.0,1328324.0,0.75,2.08,7.91,9.99,14.03,317.3,153.3,10697.0
23,24.0,Noreste,San Luis Potosí,58.0,60547.0,2913902.0,2172865.0,0.75,1.0,0.19,0.36,0.07,1.62,4.8,5.94,101.29,69.87,5896.45,217.0,42.0,78.0,16.0,353.0,1044.0,1291.0,22008.0,15181.0,1281219.0,Noreste,San Luis Potosí,58.0,60547.0,2895295.0,2149003.0,0.74,1488.0,1564.0,289.0,10749.0,724.0,6.0,319667.0,336145.0,62166.0,8805.0,155572.0,1295.0,Noreste,San Luis Potosí,58.0,60547.0,2895295.0,2149003.0,0.74,0.0,1448.0,19.0,7026.0,50.0,244.0,10749.0,2407.0,181.0,189.0,1209.0,507.0,107.0,519.0,16883.0,19744.0,3.0,311188.0,4072.0,1509917.0,10830.0,52380.0,2310030.0,517355.0,38985.0,40655.0,259747.0,109022.0,23062.0,111581.0,3628080.0,4242935.0,San Luis Potosí,2895295.0,2149003.0,0.74,0.0,1448.0,19.0,7026.0,50.0,244.0,10749.0,2407.0,181.0,189.0,1209.0,507.0,107.0,519.0,San Luis Potosí,2895295.0,2149003.0,0.74,1488.0,1564.0,289.0,41.0,724.0,6.0,San Luis Potosí,2895295.0,2149003.0,0.74,1.63,4.74,6.37,5.89,101.7,70.2,5833.0
24,25.0,Noroeste,Sinaloa,18.0,58092.0,3217716.0,2443769.0,0.76,1.37,0.24,0.09,0.03,1.74,7.35,6.77,142.24,88.52,9011.87,336.0,59.0,22.0,8.0,425.0,1796.0,1654.0,34761.0,21632.0,2202294.0,Noroeste,Sinaloa,18.0,58092.0,3193861.0,2413997.0,0.76,513.0,318.0,44.0,16945.0,70.0,1.0,123744.0,76714.0,10561.0,471662.0,17006.0,249.0,Noroeste,Sinaloa,18.0,58092.0,3193861.0,2413997.0,0.76,0.0,2222.0,39.0,9913.0,92.0,191.0,16945.0,3555.0,182.0,200.0,1005.0,560.0,115.0,350.0,23208.0,21646.0,6.0,536468.0,9391.0,2392920.0,22324.0,46021.0,4090616.0,858289.0,43929.0,48265.0,242715.0,135089.0,27813.0,84426.0,5602402.0,5225375.0,Sinaloa,3193861.0,2413997.0,0.76,0.0,2222.0,39.0,9913.0,92.0,191.0,16945.0,3555.0,182.0,200.0,1005.0,560.0,115.0,350.0,Sinaloa,3193861.0,2413997.0,0.76,513.0,318.0,44.0,1954.0,70.0,1.0,Sinaloa,3193861.0,2413997.0,0.76,1.73,7.38,9.11,6.74,145.9,90.4,8947.0
25,26.0,Noroeste,Sonora,72.0,190797.0,3164534.0,2394536.0,0.76,1.27,0.2,0.01,0.11,1.59,9.27,7.53,187.53,91.07,8339.68,304.0,49.0,2.0,26.0,381.0,2220.0,1803.0,44905.0,21807.0,1996966.0,Noroeste,Sonora,72.0,190797.0,3129157.0,2356041.0,0.75,41.0,230.0,52.0,16517.0,22.0,1.0,9687.0,54179.0,12368.0,69.0,5244.0,141.0,Noroeste,Sonora,72.0,190797.0,3129157.0,2356041.0,0.75,0.0,2277.0,11.0,9463.0,130.0,174.0,16517.0,2976.0,177.0,226.0,1139.0,719.0,120.0,317.0,34788.0,23630.0,4.0,536493.0,2572.0,2229484.0,30571.0,41093.0,3891552.0,701075.0,41723.0,53264.0,268306.0,169383.0,28286.0,74798.0,8196131.0,5567442.0,Sonora,3129157.0,2356041.0,0.75,0.0,2277.0,11.0,9463.0,130.0,174.0,16517.0,2976.0,177.0,226.0,1139.0,719.0,120.0,317.0,Sonora,3129157.0,2356041.0,0.75,41.0,230.0,52.0,0.0,22.0,1.0,Sonora,3129157.0,2356041.0,0.75,1.57,9.33,10.9,7.59,194.7,97.8,8568.0
26,27.0,Sur,Tabasco,17.0,24661.0,2639780.0,1948232.0,0.74,0.99,0.17,0.04,0.15,1.35,4.49,4.68,99.16,50.39,7454.3,192.0,34.0,7.0,30.0,263.0,874.0,912.0,19319.0,9818.0,1452271.0,Sur,Tabasco,17.0,24661.0,2613095.0,1919813.0,0.73,176.0,459.0,51.0,12901.0,34.0,0.0,33851.0,88193.0,9764.0,192.0,6620.0,16.0,Sur,Tabasco,17.0,24661.0,2613095.0,1919813.0,0.73,0.0,1699.0,4.0,7109.0,62.0,153.0,12901.0,1918.0,106.0,522.0,1282.0,588.0,71.0,527.0,18716.0,20668.0,4.0,326234.0,745.0,1364779.0,11965.0,29450.0,2476681.0,368190.0,20430.0,100125.0,246056.0,112946.0,13658.0,101176.0,3593206.0,3967837.0,Tabasco,2613095.0,1919813.0,0.73,0.0,1699.0,4.0,7109.0,62.0,153.0,12901.0,1918.0,106.0,522.0,1282.0,588.0,71.0,527.0,Tabasco,2613095.0,1919813.0,0.73,176.0,459.0,51.0,1.0,34.0,0.0,Tabasco,2613095.0,1919813.0,0.73,1.34,4.41,5.75,4.71,101.3,54.2,7541.0
27,28.0,Noreste,Tamaulipas,43.0,79769.0,3722023.0,2791405.0,0.75,1.28,0.17,0.1,0.09,1.64,8.52,8.47,99.93,64.46,7898.64,357.0,48.0,28.0,26.0,459.0,2379.0,2364.0,27894.0,17994.0,2204831.0,Noreste,Tamaulipas,43.0,79769.0,3693876.0,2758448.0,0.75,345.0,584.0,70.0,16322.0,124.0,1.0,95045.0,161023.0,19357.0,770.0,34227.0,231.0,Noreste,Tamaulipas,43.0,79769.0,3693876.0,2758448.0,0.75,0.0,1714.0,58.0,9253.0,79.0,227.0,16322.0,2881.0,141.0,404.0,1415.0,756.0,101.0,449.0,20523.0,27847.0,7.0,472733.0,16024.0,2552497.0,21921.0,62652.0,4502331.0,794635.0,38846.0,111370.0,390312.0,208537.0,27803.0,123970.0,5661112.0,7681495.0,Tamaulipas,3693876.0,2758448.0,0.75,0.0,1714.0,58.0,9253.0,79.0,227.0,16322.0,2881.0,141.0,404.0,1415.0,756.0,101.0,449.0,Tamaulipas,3693876.0,2758448.0,0.75,345.0,584.0,70.0,3.0,124.0,1.0,Tamaulipas,3693876.0,2758448.0,0.75,1.61,8.45,10.06,8.55,101.2,66.8,7954.0
28,29.0,Centro Sur y Oriente,Tlaxcala,60.0,4061.0,1418206.0,1054247.0,0.74,0.76,0.51,0.05,0.13,1.45,3.86,4.35,65.72,59.7,6368.04,80.0,54.0,5.0,14.0,153.0,407.0,459.0,6928.0,6294.0,671349.0,Centro Sur y Oriente,Tlaxcala,60.0,4061.0,1403177.0,1037926.0,0.74,358.0,495.0,79.0,11120.0,70.0,0.0,37141.0,51357.0,8186.0,242.0,7279.0,7.0,Centro Sur y Oriente,Tlaxcala,60.0,4061.0,1403177.0,1037926.0,0.74,0.0,1022.0,3.0,6254.0,80.0,140.0,11120.0,1866.0,52.0,667.0,1626.0,423.0,83.0,655.0,6414.0,16182.0,5.0,106093.0,324.0,649113.0,8325.0,14496.0,1154218.0,193648.0,5366.0,69272.0,168771.0,43950.0,8616.0,68011.0,665731.0,1679616.0,Tlaxcala,1403177.0,1037926.0,0.74,0.0,1022.0,3.0,6254.0,80.0,140.0,11120.0,1866.0,52.0,667.0,1626.0,423.0,83.0,655.0,Tlaxcala,1403177.0,1037926.0,0.74,358.0,495.0,79.0,2.0,70.0,0.0,Tlaxcala,1403177.0,1037926.0,0.74,1.32,3.79,5.11,4.28,67.0,60.4,6528.0
29,30.0,Centro Sur y Oriente,Veracruz,212.0,77291.0,8656535.0,6539104.0,0.76,0.96,0.34,0.14,0.12,1.56,5.07,4.84,82.86,43.82,6250.33,630.0,221.0,94.0,78.0,1023.0,3318.0,3162.0,54184.0,28656.0,4087154.0,Centro Sur y Oriente,Veracruz,212.0,77291.0,8611950.0,6479757.0,0.75,731.0,919.0,103.0,12353.0,187.0,0.0,473941.0,595330.0,66756.0,36427.0,121151.0,295.0,Centro Sur y Oriente,Veracruz,212.0,77291.0,8611950.0,6479757.0,0.75,0.0,1552.0,4.0,6884.0,56.0,173.0,12353.0,2285.0,88.0,584.0,1408.0,465.0,61.0,454.0,9576.0,17631.0,16.0,1005429.0,2842.0,4460827.0,36327.0,111947.0,8004681.0,1480866.0,56823.0,378483.0,912228.0,301193.0,39763.0,294040.0,6204715.0,11424552.0,Veracruz,8611950.0,6479757.0,0.75,0.0,1552.0,4.0,6884.0,56.0,173.0,12353.0,2285.0,88.0,584.0,1408.0,465.0,61.0,454.0,Veracruz,8611950.0,6479757.0,0.75,731.0,919.0,103.0,56.0,187.0,0.0,Veracruz,8611950.0,6479757.0,0.75,1.49,5.11,6.6,4.79,79.1,44.8,6247.0
30,31.0,Sur,Yucatán,106.0,39541.0,2320449.0,1781926.0,0.77,1.22,0.35,0.51,0.12,2.21,5.33,7.04,168.65,72.21,7373.75,218.0,62.0,91.0,22.0,393.0,949.0,1254.0,30052.0,12868.0,1313947.0,Sur,Yucatán,106.0,39541.0,2296184.0,1755849.0,0.76,950.0,823.0,165.0,11307.0,325.0,6.0,166729.0,144482.0,28967.0,1084.0,57104.0,990.0,Sur,Yucatán,106.0,39541.0,2296184.0,1755849.0,0.76,0.0,1587.0,19.0,7356.0,137.0,215.0,11307.0,2925.0,208.0,267.0,1524.0,546.0,115.0,650.0,21237.0,20823.0,3.0,278703.0,3411.0,1291590.0,23984.0,37693.0,1985380.0,513630.0,36508.0,46912.0,267568.0,95823.0,20226.0,114115.0,3728866.0,3656234.0,Yucatán,2296184.0,1755849.0,0.76,0.0,1587.0,19.0,7356.0,137.0,215.0,11307.0,2925.0,208.0,267.0,1524.0,546.0,115.0,650.0,Yucatán,2296184.0,1755849.0,0.76,950.0,823.0,165.0,6.0,325.0,6.0,Yucatán,2296184.0,1755849.0,0.76,2.19,5.47,7.65,6.87,180.0,79.6,7524.0
31,32.0,Occidente y Bajío,Zacatecas,58.0,74793.0,1694518.0,1227886.0,0.72,0.92,0.41,0.32,0.02,1.66,4.81,4.95,77.76,60.57,5040.24,113.0,50.0,39.0,2.0,204.0,590.0,608.0,9548.0,7437.0,618884.0,Occidente y Bajío,Zacatecas,58.0,74793.0,1683521.0,1214466.0,0.72,1621.0,803.0,159.0,11425.0,455.0,3.0,196892.0,97552.0,19260.0,377.0,55223.0,364.0,Occidente y Bajío,Zacatecas,58.0,74793.0,1683521.0,1214466.0,0.72,0.0,1337.0,21.0,5837.0,33.0,280.0,11425.0,1960.0,61.0,198.0,990.0,493.0,80.0,330.0,10599.0,16824.0,5.0,162371.0,2592.0,708859.0,4027.0,34040.0,1387477.0,238079.0,7448.0,24049.0,120182.0,59932.0,9673.0,40024.0,1287221.0,2043192.0,Zacatecas,1683521.0,1214466.0,0.72,0.0,1337.0,21.0,5837.0,33.0,280.0,11425.0,1960.0,61.0,198.0,990.0,493.0,80.0,330.0,Zacatecas,1683521.0,1214466.0,0.72,1621.0,803.0,159.0,3.0,455.0,3.0,Zacatecas,1683521.0,1214466.0,0.72,1.61,4.78,6.4,4.96,77.7,60.4,5016.0
32,99.0,,Sin identificar,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Sin identificar,0.0,0.0,0.0,0.0,,,,,0.0,,,3777.0,577367.0,13222.0,3.0,70302.0,559.0,,Sin identificar,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33943.0,6439.0,0.0,80.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
